id_transacao,data_venda,id_loja,id_produto,quantidade,preco_unitario,desconto_percentual,vendedor,forma_pagamento,nome_loja,cidade,estado,metros_quadrados,data_inauguracao,gerente,meta_faturamento_q1,meta_transacoes_q1,valor_total_venda
8107,2025-02-25,101,1011,24,117.26,0.132,Ana Silva,Boleto,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,2442.76
8027,2025-02-18,104,1004,17,74.95,0.19699999999999998,Fernanda Costa,Dinheiro,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,1023.14
8090,2025-02-19,105,1013,42,47.48,0.127,Fernanda Costa,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,1740.9
8080,2025-02-01,105,1003,57,6.22,0.235,Ana Silva,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,271.22
8075,2025-02-10,105,1003,51,11.75,0.034,Maria Lima,Cartão Débito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,578.88
8038,2025-02-11,101,1015,42,40.76,0.24600000000000002,João Pereira,Dinheiro,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1290.79
9039,2025-03-02,101,1007,6,18.78,0.136,Ana Silva,Cartão Crédito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,97.36
9113,2025-03-26,104,1013,10,57.26,0.04,Carlos Souza,Boleto,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,549.7
9048,2025-03-27,101,1002,54,80.37,0.052000000000000005,Carlos Souza,Cartão Crédito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,4114.3
9134,2025-03-19,105,1015,50,77.28,0.17300000000000001,Fernanda Costa,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,3195.53
9117,2025-03-05,101,1004,27,77.08,0.078,Fernanda Costa,Cartão Débito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1918.83
9024,2025-03-27,104,1011,3,47.75,0.086,Maria Lima,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,130.93
9129,2025-03-04,101,1008,26,56.85,0.027000000000000003,João Pereira,Dinheiro,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1438.19
9110,2025-03-10,102,1006,43,115.92,0.08199999999999999,João Pereira,PIX,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,4575.83
9015,2025-03-30,105,1010,44,114.98,0.07400000000000001,João Pereira,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,4684.75
9086,2025-03-26,104,1012,58,91.31,0.244,Ana Silva,Boleto,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,4003.76
9050,2025-03-10,102,1001,19,90.44,0.013000000000000001,Fernanda Costa,Cartão Débito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1696.02
9001,2025-03-18,104,1003,19,32.53,0.018000000000000002,João Pereira,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,606.94
9043,2025-03-28,101,1001,12,78.77,0.099,Carlos Souza,Dinheiro,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,851.66
9055,2025-03-03,102,1007,45,35.11,0.06,Fernanda Costa,Boleto,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1485.15
9057,2025-03-04,105,1014,48,60.61,0.131,Carlos Souza,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,2528.16
9071,2025-03-29,101,1008,48,100.48,0.215,Carlos Souza,Boleto,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,3786.09
9045,2025-03-03,101,1015,51,69.06,0.244,Fernanda Costa,Dinheiro,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,2662.68
9011,2025-03-03,104,1010,13,36.72,0.032,Carlos Souza,Dinheiro,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,462.08
9095,2025-03-10,105,1005,7,24.72,0.068,Fernanda Costa,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,161.27
9028,2025-03-18,105,1012,31,101.68,0.07200000000000001,Maria Lima,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,2925.13
9031,2025-03-22,105,1009,13,112.68,0.031,Maria Lima,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,1419.43
9127,2025-03-07,102,1005,41,13.97,0.022000000000000002,Maria Lima,Dinheiro,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,560.17
9040,2025-03-17,104,1002,57,79.03,0.177,Ana Silva,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3707.38
9047,2025-03-15,105,1008,19,98.25,0.243,Fernanda Costa,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,1413.13
9121,2025-03-09,101,1012,47,47.44,0.207,Fernanda Costa,Cartão Crédito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1768.14
9002,2025-03-01,104,1008,37,104.28,0.006,Carlos Souza,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3835.21
9084,2025-03-07,105,1001,37,22.24,0.23399999999999999,Fernanda Costa,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,630.33
9004,2025-03-08,105,1007,41,58.53,0.18600000000000003,Carlos Souza,Cartão Débito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,1953.38
9002,2025-03-01,104,1008,37,104.28,0.006,Carlos Souza,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3835.21
9099,2025-03-14,102,1011,54,113.42,0.221,João Pereira,Boleto,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,4771.13
9092,2025-03-01,101,1003,14,86.63,0.085,Maria Lima,Dinheiro,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1109.73
9114,2025-03-13,102,1004,14,85.38,0.16,Carlos Souza,Cartão Crédito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1004.07
9023,2025-03-14,101,1005,41,37.35,0.214,Carlos Souza,Cartão Crédito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1203.64
9049,2025-03-08,101,1014,56,113.19,0.125,Ana Silva,Cartão Crédito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,5546.31
9098,2025-03-04,101,1004,57,90.88,0.025,Fernanda Costa,PIX,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,5050.66
9103,2025-03-09,104,1011,38,109.73,0.078,Carlos Souza,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3844.5
9005,2025-03-20,102,1014,53,12.03,0.085,Fernanda Costa,Dinheiro,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,583.39
9137,2025-03-15,104,1001,42,97.12,0.196,Ana Silva,Cartão Débito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3279.55
9053,2025-03-01,104,1015,58,9.23,0.248,Ana Silva,Cartão Débito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,402.58
9046,2025-03-26,101,1001,59,17.27,0.14300000000000002,Maria Lima,Boleto,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,873.22
9012,2025-03-24,102,1006,34,41.32,0.046,Maria Lima,Cartão Crédito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1340.26
9074,2025-03-26,105,1013,33,98.25,0.07,Ana Silva,Dinheiro,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,3015.29
9009,2025-03-24,104,1007,40,103.68,0.08,Fernanda Costa,PIX,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3815.42
9115,2025-03-18,104,1006,35,16.38,0.008,Fernanda Costa,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,568.71
9077,2025-03-22,104,1005,18,35.83,0.171,Fernanda Costa,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,534.66
9018,2025-03-14,105,1005,42,87.68,0.013000000000000001,Ana Silva,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,3634.69
9042,2025-03-26,101,1004,36,104.82,0.042,Maria Lima,Boleto,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,3615.03
9020,2025-03-25,101,1005,52,31.32,0.17800000000000002,Ana Silva,PIX,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,1338.74
9013,2025-03-03,102,1007,50,98.36,0.129,Carlos Souza,Boleto,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,4283.58
9027,2025-03-26,102,1004,56,18.84,0.016,Maria Lima,PIX,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1038.16
9125,2025-03-15,105,1014,18,72.69,0.102,João Pereira,Cartão Débito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,1174.96
9014,2025-03-03,104,1002,4,109.45,0.017,Ana Silva,Boleto,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,430.36
9107,2025-03-09,102,1001,49,100.24,0.09300000000000001,Fernanda Costa,Cartão Crédito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,4454.97
9097,2025-03-12,102,1011,37,67.4,0.08800000000000001,Ana Silva,Cartão Débito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,2274.35
9006,2025-03-10,101,1001,40,63.84,0.083,Ana Silva,Boleto,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,2341.65
9102,2025-03-31,101,1012,38,32.16,0.244,Fernanda Costa,PIX,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,923.89
9111,2025-03-21,104,1014,46,75.08,0.249,Ana Silva,Cartão Débito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,2593.71
9067,2025-03-25,104,1010,28,51.2,0.139,Maria Lima,Cartão Débito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,1234.33
9066,2025-03-30,105,1007,34,83.35,0.18600000000000003,Ana Silva,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,2306.79
9019,2025-03-10,105,1014,3,52.58,0.22399999999999998,Maria Lima,Cartão Crédito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,122.41
9068,2025-03-23,101,1009,9,22.52,0.129,Maria Lima,Cartão Débito,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,176.53
9128,2025-03-02,105,1003,47,118.74,0.136,Carlos Souza,Boleto,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,4821.79
9126,2025-03-05,105,1004,36,110.56,0.166,Carlos Souza,Cartão Crédito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,3319.45
9063,2025-03-29,104,1004,35,64.19,0.017,Carlos Souza,PIX,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,2208.46
9079,2025-03-19,102,1013,42,79.9,0.111,Maria Lima,Boleto,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,2983.31
9022,2025-03-31,102,1009,45,26.24,0.13699999999999998,Fernanda Costa,Dinheiro,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1019.03
9119,2025-03-06,105,1008,33,108.93,0.047,Fernanda Costa,Cartão Crédito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,3425.74
9076,2025-03-15,105,1014,2,64.69,0.22399999999999998,João Pereira,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,100.4
9103,2025-03-09,104,1011,38,109.73,0.078,Carlos Souza,Cartão Crédito,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,3844.5
9085,2025-03-31,102,1012,42,34.27,0.037000000000000005,Ana Silva,Cartão Débito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,1386.08
9008,2025-03-14,105,1008,12,40.02,0.205,Fernanda Costa,Cartão Crédito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,381.79
9100,2025-03-10,101,1006,42,85.58,0.07400000000000001,Fernanda Costa,Boleto,Frutally Fortaleza Centro,Fortaleza,CE,320.0,2019-03-12,Ricardo Mendes,250000.0,800,3328.38
9059,2025-03-02,105,1011,37,102.77,0.138,Carlos Souza,Cartão Débito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,3277.75
9088,2025-03-09,102,1004,31,29.28,0.21600000000000003,Ana Silva,Cartão Crédito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,711.62
9035,2025-03-20,104,1012,12,13.84,0.22399999999999998,Ana Silva,PIX,Frutally Teresina Centro,Teresina,PI,195.0,2022-01-10,Luciana Rocha,120000.0,450,128.88
9078,2025-03-19,102,1007,11,37.45,0.135,Maria Lima,Cartão Débito,Frutally Recife Boa Viagem,Recife,PE,280.0,2020-07-15,Patrícia Alves,180000.0,600,356.34
9104,2025-03-29,105,1013,25,21.49,0.184,Maria Lima,PIX,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,438.4
9089,2025-03-19,105,1006,55,54.4,0.162,Maria Lima,Cartão Crédito,Frutally São Luís,São Luís,MA,410.0,2023-08-15,Thiago Borges,200000.0,700,2507.3
